file,test results,test results background,test results shared distribution,adj_test,adj_background,adj_dist,result
OG0005139,0.006593330582844947,0.01855140571260838,0.2047511604640883,0.016918587771492008,0.037934320527692716,0.5204642401474245,No significant signals
OG0005140,0.5,0.4813092811786671,0.9998290951855296,0.5,0.5,1,No significant signals
OG0005141,0.5,0.5,0.2972787298499859,0.5,0.5,0.6985123421902081,No significant signals
OG0005142,0.4721070354856998,0.007959633667739163,0.9213263180580298,0.5,0.01720122279530368,1,No significant signals
OG0005143,0.5,2.036315560616231e-11,3.8685857527887e-4,0.5,1.1264060803715053e-10,0.002102376257377583,No evidence of episodic diversifying selection on test branches
OG0005144,0.5,4.715263371667389e-4,0.5904741107746343,0.5,0.001211378272246975,1,No evidence of episodic diversifying selection on test branches
OG0005145,1.166030258790141e-4,0.5,0.02316466346963153,3.243629744285283e-4,0.5,0.08119341001001461,Selection associated with trait. No difference between FG-BG dist
OG0005146,1.110223024625157e-16,1.984936104371116e-10,0.002398991221095104,5.929398137677672e-16,9.997342331603042e-10,0.010950213746420412,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005147,0.003030816350237775,4.236055950457285e-13,0.2584752802727143,0.007891593909240322,2.738115807499161e-12,0.6265278885357628,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005148,0.001220880283828996,0.1925961497080269,0.2037000818451234,0.0032362661468592468,0.31647837453444116,0.5185757691034836,Selection associated with trait. No difference between FG-BG dist
OG0005149,0.5,4.951150600618348e-11,0.8137473066469435,0.5,2.626473280670737e-10,1,No evidence of episodic diversifying selection on test branches
OG0005150,0,2.982614155655483e-13,0.08785655888393351,0,1.9482516579669723e-12,0.25808978259413834,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005151,0,1.082210676628392e-7,2.215458931460468e-4,0,4.2046625481913504e-7,0.0012510487308077744,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005154,0.5,2.331468351712829e-15,0.9662583719985415,0.5,1.864314360945277e-14,1,No evidence of episodic diversifying selection on test branches
OG0005155,0.2423146060734442,0,1,0.5,0,1,No evidence of episodic diversifying selection on test branches
OG0005156,0.5,0.1680001689406563,0.1204017220851483,0.5,0.28042084813741747,0.3364416915003434,No significant signals
OG0005159,9.889137841945228e-10,7.42551458654539e-8,0.4458929385242149,3.5627201502070337e-9,2.934991355958752e-7,0.939246656410181,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005160,7.825482002954409e-7,0,0.001690125079856664,2.4408520331633255e-6,0,0.007983653510734367,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005161,0.5,0,0.09235751396294578,0.5,0,0.2686425943056423,No evidence of episodic diversifying selection on test branches
OG0005162,0.5,0.1363605640805361,1,0.5,0.23271773369759535,1,No significant signals
OG0005163,0.5,0.5,0.8666772991660426,0.5,0.5,1,No significant signals
OG0005164,3.749992810164748e-7,0.5,0.5849621506039764,1.1871781474984673e-6,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005165,1.018629625093581e-13,0.4960295152253176,9.648065828196106e-4,4.565398960864095e-13,0.5,0.004820140322697628,Selection associated with trait
OG0005166,0,0.008016199753077047,0,0,0.01731232984218215,0,Selection associated with trait
OG0005167,0.5,0,0.00417092747990544,0.5,0,0.01803172039691788,No evidence of episodic diversifying selection on test branches
OG0005168,0,0,0.001220220447624154,0,0,0.005962159436305618,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005169,0,0.5,2.217895136324977e-6,0,0.5,1.755681738964831e-5,Selection associated with trait
OG0005170,0.5,0.5,0.2045560415654988,0.5,0.5,0.5201207885860205,No significant signals
OG0005171,0.4931676769081332,5.992786759660973e-4,1,0.5,0.0015170991715169778,1,No evidence of episodic diversifying selection on test branches
OG0005172,0.1952017779231225,0.4993542447748541,0.8140740913693305,0.433848464368622,0.5,1,No significant signals
OG0005173,9.583974724947097e-10,0.02078262136427095,1.406339658140965e-4,3.457090841275133e-9,0.042099500347160694,8.298265593441719e-4,Selection associated with trait
OG0005174,0.5,2.360159700359743e-5,0.1937361628044402,0.5,7.10342509816606e-5,0.49829636450813247,No evidence of episodic diversifying selection on test branches
OG0005175,0.1725527281928891,5.099373234784821e-8,0.9989148245672668,0.3865823334132754,2.052059758547578e-7,1,No evidence of episodic diversifying selection on test branches
OG0005176,0.5,0.4609430147068622,0.9193480903650473,0.5,0.5,1,No significant signals
OG0005177,0.5,8.014731656125207e-10,0.9715504027655414,0.5,3.798343028720246e-9,1,No evidence of episodic diversifying selection on test branches
OG0005178,0,0.00365877556125227,0,0,0.008295649114552621,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005180,5.95320748253414e-9,0.4948902996500623,0.007941598544258688,2.0674039446556858e-8,0.5,0.03176639417703475,Selection associated with trait. No difference between FG-BG dist
OG0005181,0.5,0.1767747814055056,0.9314175476444143,0.5,0.2933161954867769,1,No significant signals
OG0005182,5.886624521167505e-12,0.3174753324672067,8.711427679544137e-4,2.382131715661995e-11,0.48508305690564923,0.004392708267963268,Selection associated with trait
OG0005183,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005184,0.5,0.007267938087670012,0.9935091204360506,0.5,0.01579701287460473,1,No significant signals
OG0005185,3.638524498361662e-8,0.4220684627918592,3.438645501674387e-7,1.2125617205612798e-7,0.5,3.0507859988243184e-6,Selection associated with trait
OG0005186,0.5,0.1861121371158119,0.8306077090353788,0.5,0.30716298638991957,1,No significant signals
OG0005187,0.5,0.5,0.715416605646044,0.5,0.5,1,No significant signals
OG0005188,0.5,0.01608166568082092,0.4426699572074533,0.5,0.03324490296240299,0.9354127715929316,No significant signals
OG0005189,0.0561501085446422,2.736195849173395e-6,0.8388784065596513,0.13583844288723376,9.083625285574489e-6,1,No evidence of episodic diversifying selection on test branches
OG0005191,0,6.544764730165298e-14,5.842997086169532e-9,0,4.571315123374118e-13,6.60327232632562e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005192,5.422399086740803e-5,0.2565433005963013,0.1170006146903884,1.5334863061621296e-4,0.4039450189952297,0.328952749963116,Selection associated with trait. No difference between FG-BG dist
OG0005193,2.007838340034596e-13,0,0.9060903467391108,8.803208260708083e-13,0,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005195,0,7.569280181078941e-4,2.526978626349319e-12,0,0.001893521518314351,4.346002129602361e-11,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005196,8.282488028754642e-10,0,2.878099651937305e-7,3.000108910708117e-9,0,2.5879012223021326e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005197,3.586935772847966e-7,7.909056467525488e-7,4.761386570006909e-5,1.136387400549933e-6,2.8039141701640465e-6,3.048131372881823e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005198,0,0.5,2.442490654175344e-15,0,0.5,5.706606196871127e-14,Selection associated with trait
OG0005199,2.364386464392965e-12,3.565371115010763e-8,0.5831552124117345,9.787250178299054e-12,1.466064365508221e-7,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005200,0.5,7.734002660519934e-9,0.3752799467850227,0.5,3.367068561596524e-8,0.8332291441425658,No evidence of episodic diversifying selection on test branches
OG0005201,9.403677753266892e-5,0.405394280870116,0.1665479088335435,2.6260012488826486e-4,0.5,0.4391960066228035,Selection associated with trait. No difference between FG-BG dist
OG0005202,0,0.5,1.323496867655649e-12,0,0.5,2.375169947999827e-11,Selection associated with trait
OG0005203,0.02882695425622533,0.5,0.3748110103146062,0.07151460775413886,0.5,0.8326145149684793,No significant signals
OG0005204,0.5,0.5,0.9216293457287932,0.5,0.5,1,No significant signals
OG0005205,0.5,0.4962964375970194,0.9906061509583387,0.5,0.5,1,No significant signals
OG0005206,0.5,0.5,0.986381667962731,0.5,0.5,1,No significant signals
OG0005207,3.159032861022038e-6,0.03955608586908876,0.01931830020828906,9.574299594174485e-6,0.07592386012251137,0.06945293496700522,Selection associated with trait. No difference between FG-BG dist
OG0005208,0,0.4217699716659066,0.003422096603909575,0,0.5,0.015141773028426848,Selection associated with trait. No difference between FG-BG dist
OG0005209,0.5,0.001484577525019015,0.9999999998030762,0.5,0.0035606856632166084,1,No evidence of episodic diversifying selection on test branches
OG0005210,0.5,3.4145464233859e-12,0.3528990168455025,0.5,2.0397855546456914e-11,0.7956973799501328,No evidence of episodic diversifying selection on test branches
OG0005211,4.354311422538615e-8,2.111101938595539e-6,0.1102963492741869,1.4477626164389993e-7,7.114709021674235e-6,0.3134586083634925,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005213,0.5,0.5,0.419127420857214,0.5,0.5,0.9007496037873377,No significant signals
OG0005214,0.5,0.5,0.9962002640444065,0.5,0.5,1,No significant signals
OG0005215,3.984005864454687e-4,4.835753464327297e-10,1,0.0010808564267008834,2.3351705308517553e-9,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005216,0.5,9.134026868196088e-12,0.8136040380531633,0.5,5.2190998611419704e-11,1,No evidence of episodic diversifying selection on test branches
OG0005217,0.5,0.08709489294429001,0.9035809073912282,0.5,0.15548458512688293,1,No significant signals
OG0005218,0.5,0.3139414373710707,0.9953022589041123,0.5,0.4808701853918433,1,No significant signals
OG0005220,1.339664445826338e-4,4.22240967090648e-6,0.1174416846888487,3.7123438032041873e-4,1.3785253117671328e-5,0.32997877565087214,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005221,4.551914400963142e-15,0.2848847614957442,5.924667975065745e-4,2.206711075366248e-14,0.4426207407501543,0.0030974078412466756,Selection associated with trait
OG0005222,0.5,0.5,0.9759437144267153,0.5,0.5,1,No significant signals
OG0005223,0.03121258161889434,0.3736767832518492,0.4364088194722938,0.07716790002070055,0.5,0.9251476428573434,No significant signals
OG0005224,1.35101282269845e-4,0.4336488398602331,0.07820323941172713,3.7425948057367097e-4,0.5,0.23446742880871033,Selection associated with trait. No difference between FG-BG dist
OG0005225,0.5,7.51610440552497e-11,0.3684157687743052,0.5,3.919951443266573e-10,0.8232606042113116,No evidence of episodic diversifying selection on test branches
OG0005226,7.439638349815425e-10,0.4825311981936835,0.005915272310839548,2.699321273177066e-9,0.5,0.024431026925561785,Selection associated with trait. No difference between FG-BG dist
OG0005227,1.070810107250963e-13,1.051369434484917e-5,1,4.791833768534511e-13,3.281696167848492e-5,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005228,0.06671914170468862,0.3227377007298649,0.6695935524339738,0.15984563855617495,0.49234255366534124,1,No significant signals
OG0005229,0.4998241493839441,1.060478089559558e-4,0.4289430537755796,0.5,2.953799511665247e-4,0.9140545113940216,No evidence of episodic diversifying selection on test branches
OG0005231,0.02484535185193448,0.03035496944159155,0.5012736139091081,0.061973959669803756,0.05951523979183795,1,No significant signals
OG0005232,0.009011252024989425,0.1117052888145366,0.5327946514446912,0.023020787666551232,0.19404036942773614,1,No significant signals
OG0005233,0.5,5.761920188362968e-6,0.8045768712788981,0.5,1.8559763728253514e-5,1,No evidence of episodic diversifying selection on test branches
OG0005234,0.485258333914142,0.4476093027817095,0.9976074722283516,0.5,0.5,1,No significant signals
OG0005235,0.5,2.36997950362472e-5,0.09473200353609723,0.5,7.12251864481039e-5,0.27453594338043824,No evidence of episodic diversifying selection on test branches
OG0005236,0.1204071237071601,0.005616880659931489,1,0.27765069121938385,0.012417016465260432,1,No significant signals
OG0005237,0.1694580242240898,0.5,0.8055720225370161,0.3802387144639943,0.5,1,No significant signals
OG0005238,0,1.449651567249632e-4,9.56375201255355e-9,0,3.962655245953898e-4,1.0440630030833019e-7,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005239,0.5,0.1250433760934963,0.975474250100098,0.5,0.21509743678873308,1,No significant signals
OG0005240,0.5,9.500835673748043e-10,0.9999975198345116,0.5,4.473288626835852e-9,1,No evidence of episodic diversifying selection on test branches
OG0005241,0,0.2906438595001765,1.956357293730893e-5,0,0.45011630769117916,1.341590587188242e-4,Selection associated with trait
OG0005242,0.5,0.5,0.9983414383987123,0.5,0.5,1,No significant signals
OG0005243,5.551115123125783e-17,0.4912031549901281,3.546513305252574e-9,3.0016884521056947e-16,0.5,4.098823643990575e-8,Selection associated with trait
OG0005244,0.5,0.5,0.5272521638200034,0.5,0.5,1,No significant signals
OG0005245,0.4161586616886531,0.08908542775155315,0.9928825878162443,0.5,0.15859365121184282,1,No significant signals
OG0005246,0.5,0.5,0.7011342985516544,0.5,0.5,1,No significant signals
OG0005247,0.5,1.759670842371719e-8,0.280782008634242,0.5,7.425913759336933e-8,0.6681201039010236,No evidence of episodic diversifying selection on test branches
OG0005248,0.5,0.1061560531973873,0.08461180461392637,0.5,0.18574095056821824,0.25031232846195006,No significant signals
OG0005249,0.5,1.279923878549916e-7,0.921916051568411,0.5,4.917721710669624e-7,1,No evidence of episodic diversifying selection on test branches
OG0005250,0.5,0.164953076636418,0.9047570754413808,0.5,0.2759464974412022,1,No significant signals
OG0005251,4.556813137622795e-4,1.110223024625157e-16,0.03206623694151822,0.001232016727289906,9.799809753004949e-16,0.10865916411613759,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005252,0.5,0,0.2445826210421452,0.5,0,0.6010893561648184,No evidence of episodic diversifying selection on test branches
OG0005255,0.4989790646275371,0.3431203097182224,0.9999855952837677,0.5,0.5,1,No significant signals
OG0005256,0.5,0.4976106348133167,0.9982850887052346,0.5,0.5,1,No significant signals
OG0005257,0,3.185604685517762e-4,3.132083481460768e-11,0,8.344763195547888e-4,4.729773452491626e-10,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005258,0.3027273726570104,0.07596536620625494,0.1787593616525276,0.5,0.13763958910447696,0.4653111551964292,No significant signals
OG0005259,5.871001287731104e-4,0,1.07411121032519e-4,0.0015765129851937176,0,6.488080816096689e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005260,0,3.218269461170986e-4,0.7250403738725144,0,8.427782383513628e-4,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005261,0,0,1.838315688562631e-8,0,0,1.9291186910969596e-7,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005262,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005264,0,2.06934822291005e-4,3.663735981263017e-15,0,5.567073369393021e-4,8.423677317132052e-14,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005265,5.654737788185482e-6,0.5,0.3287347512857701,1.6843734415117443e-5,0.5,0.7538287894563639,Selection associated with trait. No difference between FG-BG dist
OG0005266,0.119134280101842,0.026903479746896,0.9215089398349259,0.2750082396598579,0.0532297106701882,1,No significant signals
OG0005267,0,0.0150008780678762,1.061437849836366e-7,0,0.03118916073215421,1.0121609771596941e-6,Selection associated with trait
OG0005268,0.5,0.5,0.9954966187306258,0.5,0.5,1,No significant signals
OG0005269,0.4974918609971836,0,6.306097441652891e-4,0.5,0,0.0032731288996555247,No evidence of episodic diversifying selection on test branches
OG0005270,0.5,0.06171821888649909,0.9566489871510219,0.5,0.1140727971604745,1,No significant signals
OG0005271,1.534113209405996e-5,8.597567102697212e-13,0.2537521839523648,4.4743247978234106e-5,5.4199063015403225e-12,0.617843800701994,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005272,0,8.705813847598165e-13,3.430112313982381e-4,0,5.472225847061704e-12,0.001881785666936663,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005273,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005274,0.5,7.094436149657213e-11,0.1529680372992763,0.5,3.707618601658951e-10,0.408858139781106,No evidence of episodic diversifying selection on test branches
OG0005275,0.5,1.401380678167641e-10,0.3155502107101665,0.5,7.141192074284017e-10,0.7295783479423108,No evidence of episodic diversifying selection on test branches
OG0005276,0.3243429870681696,0.3563501222673313,0.930339492746798,0.5,0.5,1,No significant signals
OG0005277,0.5,0.05333925238465725,0.9991081621213505,0.5,0.09985845349248575,1,No significant signals
OG0005278,0.5,0.5,0.6944953647054313,0.5,0.5,1,No significant signals
OG0005279,0.5,1.110223024625157e-16,0.2848980854460985,0.5,9.799809753004949e-16,0.6759151621914898,No evidence of episodic diversifying selection on test branches
OG0005280,3.33905125771139e-11,0.05383264557233663,0.001350202505562059,1.297305974981727e-10,0.10071689441420546,0.006512829893273193,Selection associated with trait
OG0005281,5.551115123125783e-16,0.01229412492880683,4.5609900195831e-4,2.8454799460233165e-15,0.025865406524975144,0.002447966655711846,Selection associated with trait
OG0005283,0.5,0.4435744550828225,0.8559331092878031,0.5,0.5,1,No significant signals
OG0005284,0.5,0.0463918925162084,0.995608969798426,0.5,0.0877810356538953,1,No significant signals
OG0005285,5.311530237861462e-8,0.01020296293555378,0.01332966399899305,1.7579360099955385e-7,0.02175628111325465,0.050432792467600074,Selection associated with trait. No difference between FG-BG dist
OG0005286,0.5,0.2563970077624,0.7497699712681142,0.5,0.40393479885214156,1,No significant signals
OG0005287,0.5,0.5,0.8938783222604322,0.5,0.5,1,No significant signals
OG0005288,4.440892098500626e-16,0.3594790605192855,1.855210981194233e-5,2.2912888517740137e-15,0.5,1.2762673638882233e-4,Selection associated with trait
OG0005289,0.5,0.5,0.9995121718929512,0.5,0.5,1,No significant signals
OG0005290,0.325232326588326,0.4220398093781944,0.9140939424589679,0.5,0.5,1,No significant signals
OG0005291,0.5,0.5,0.9577966105137038,0.5,0.5,1,No significant signals
OG0005292,0.1559152351716735,0.5,0.9822311322138711,0.35194616105939214,0.5,1,No significant signals
OG0005293,0.5,0,0.02273221753062216,0.5,0,0.07980674830110687,No evidence of episodic diversifying selection on test branches
OG0005294,4.410142084959601e-5,1.951768602292958e-8,0.8645151286930524,1.254452307160742e-4,8.204621845138391e-8,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005295,0.5,0,0.002182829710416168,0.5,0,0.0100803238837972,No evidence of episodic diversifying selection on test branches
OG0005296,0.06241574254356586,5.551115123125783e-17,9.225845867422144e-5,0.149950015622957,5.017420843300759e-16,5.639607332779629e-4,No evidence of episodic diversifying selection on test branches
OG0005297,0.5,0.5,0.9837070860255274,0.5,0.5,1,No significant signals
OG0005298,0,3.103073353827313e-14,0.474247669779685,0,2.2284540042232935e-13,0.9817957491402697,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005299,0.5,0.05070802878931296,0.9910103577834463,0.5,0.09517912376478231,1,No significant signals
OG0005300,0.3520462886884742,0.2242704447053253,0.9842220435158985,0.5,0.3601289764182586,1,No significant signals
OG0005301,0.5,0.008017038761711948,0.6127196996255297,0.5,0.01731232984218215,1,No significant signals
OG0005302,1.076916333886402e-14,0.01987393455475883,3.082150452887733e-4,5.106515745146244e-14,0.0404003904129103,0.0017027457059038157,Selection associated with trait
OG0005303,0.4968836268167701,0.001511639123560837,0.9416352376029987,0.5,0.00361658512918171,1,No evidence of episodic diversifying selection on test branches
OG0005304,0.06668676611204577,3.761269073976337e-12,0.8158982354870434,0.15981224458369167,2.2376582246552432e-11,1,No evidence of episodic diversifying selection on test branches
OG0005305,4.243494444722273e-12,0.3593648305273375,7.195300355533618e-9,1.731761292224702e-11,0.5,8.016563429532828e-8,Selection associated with trait
OG0005306,0.5,1.665334536937735e-16,0.02346522006511143,0.5,1.4493092134715148e-15,0.08201472884047817,No evidence of episodic diversifying selection on test branches
OG0005307,0.5,0.001011355225617627,0.9615915459424685,0.5,0.0024841108233645765,1,No evidence of episodic diversifying selection on test branches
OG0005308,0,0.5,9.814371537686384e-13,0,0.5,1.7872053043837304e-11,Selection associated with trait
OG0005309,0.2040429760643686,4.070786290277795e-6,0.2538285466189694,0.45141513949105333,1.3325368415456166e-5,0.6178561758194965,No evidence of episodic diversifying selection on test branches
OG0005310,6.709393263637509e-6,0.07734355651903069,1,1.988954200041379e-5,0.13978606086467016,1,Selection associated with trait. No difference between FG-BG dist
OG0005311,0.00140519109521825,0.1495614555108196,0.545139197639244,0.0037146070184055475,0.252955843193714,1,Selection associated with trait. No difference between FG-BG dist
OG0005312,7.892708708823193e-11,0.5,4.442714396146741e-6,3.015160823626242e-10,0.5,3.337040588024259e-5,Selection associated with trait
OG0005313,0,0.005130502555917626,4.57953108767839e-9,0,0.011429245991954249,5.2437748306468017e-8,Selection associated with trait
OG0005314,0,4.112239992970501e-10,0,0,2.0013978809134367e-9,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005315,0.5,0.5,0.9318134764375712,0.5,0.5,1,No significant signals
OG0005316,2.242633856397447e-11,0,0.1306411984878123,8.799977486307412e-11,0,0.3591143813181141,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005317,0.5,0.006641623702837218,0.2235553881468239,0.5,0.014501157243373553,0.558276607449343,No significant signals
OG0005318,3.465434400963807e-4,0,0.7935221610539238,9.431204203313746e-4,0,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005319,0.5,3.518267331181768e-4,0.973930846590586,0.5,9.169074331534445e-4,1,No evidence of episodic diversifying selection on test branches
OG0005320,4.363176486776865e-14,0.5,0.04558397987636642,1.9957790916824205e-13,0.5,0.14787497663485932,Selection associated with trait. No difference between FG-BG dist
OG0005321,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005322,0,5.864392305099386e-11,0,0,3.0901247720730387e-10,0,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
