orthogroup,symbol,test results,test results background,test results shared distribution,adj_test,adj_background,adj_dist,result
OG0005335,PREX1,0.0924542445331672,1.528238428386008e-4,0.5350620758176257,0.21631571038165237,4.1680981277190395e-4,1,No evidence of episodic diversifying selection on test branches
OG0005336,SULF2,0.5,0.02086114922547949,0.6208363261144413,0.5,0.04221992174866687,1,No significant signals
OG0005337,NCOA3,1.990214809621804e-8,0.5,0.317506227462488,6.717363089885761e-8,0.5,0.7317440459281949,Selection associated with trait. No difference between FG-BG dist
OG0005338,NA,3.915473500981648e-11,0.5,1.6078691585375e-5,1.51135181433966e-10,0.5,1.1149438860563723e-4,Selection associated with trait
OG0005339,ZMYND8,0.5,0,8.122215433080671e-4,0.5,0,0.00411615195448946,No evidence of episodic diversifying selection on test branches
OG0005340,EYA2,3.219646771412954e-15,0.5,0.02259980316431354,1.5670879167495896e-14,0.5,0.0793100959383493,Selection associated with trait. No difference between FG-BG dist
OG0005341,SLC2A10,0.5,5.661546342849988e-9,0.4397824436249739,0.5,2.4883200635359976e-8,0.930907896823067,No evidence of episodic diversifying selection on test branches
OG0005343,JPH2,0.5,1.034499153007573e-10,0.8784963397196811,0.5,5.316244459695686e-10,1,No evidence of episodic diversifying selection on test branches
OG0005344,NA,0.05621751656678009,0.5,0.1993956177079872,0.13529098675442572,0.5,0.5073712659938022,No significant signals
OG0005345,HNF4A,0,0.5,1.225810954219586e-5,0,0.5,8.688098278309826e-5,Selection associated with trait
OG0005346,TTPAL,0.5,0.5,0.9990769585094103,0.5,0.5,1,No significant signals
OG0005347,SERINC3,0.5,2.959754663578451e-11,0.01553211257944775,0.5,1.5919028501310078e-10,0.057027960230182785,No evidence of episodic diversifying selection on test branches
OG0005348,ADA,1.459943277382081e-14,7.452250483839795e-4,2.325301462591245e-5,6.822002765909572e-14,0.0018671620059973824,1.566004580331878e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005349,CCN5 WISP2,0,1.286013139367714e-6,1.663543567342884e-7,0,4.430397176786703e-6,1.5331529320325152e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005350,NA,0.453382525662661,0.06322279674324416,0.5065065771776802,0.5,0.11668374557816912,1,No significant signals
OG0005351,KCNK15,0.5,0.3591286686446823,0.9850231428298543,0.5,0.5,1,No significant signals
OG0005352,YWHAB,0.5,0.5,0.9735240342775915,0.5,0.5,1,No significant signals
OG0005353,PABPC1L,0.5,7.097477046230649e-5,0.353605804566771,0.5,2.017128616028901e-4,0.7958659642967064,No evidence of episodic diversifying selection on test branches
OG0005354,TOMM34,0.5,0.5,0.7984034630748575,0.5,0.5,1,No significant signals
OG0005355,KCNS1,0.5,0.4300188296875369,0.9917631583227755,0.5,0.5,1,No significant signals
OG0005356,MATN4,1.701632134143427e-6,0.5,0.6171434210814404,5.207186877255027e-6,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005357,SDC4,0.4744499125521026,0.3925244506783734,0.8951222305457303,0.5,0.5,1,No significant signals
OG0005358,SYS1,0.5,0.5,0.9964603245872627,0.5,0.5,1,No significant signals
OG0005359,NA,0.5,0.4848842755806827,0.9297216498753257,0.5,0.5,1,No significant signals
OG0005360,PIGT,0.5,3.146185743257424e-4,0.8831407878687919,0.5,8.258141165347209e-4,1,No evidence of episodic diversifying selection on test branches
OG0005361,SRC,0.5,0,0.03604622228978138,0.5,0,0.1195187768949303,No evidence of episodic diversifying selection on test branches
OG0005363,GHRH,1.445199732108549e-8,0.1444472858499315,0.0551142511265883,4.920046609625249e-8,0.24472333824301237,0.1739455613601368,Selection associated with trait. No difference between FG-BG dist
OG0005364,EMILIN3,6.373468280118644e-5,0.5,0.5016171823558525,1.791942641200349e-4,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005365,LPIN3,0.5,0.005503459367438068,0.9711625907870916,0.5,0.012190155455799602,1,No significant signals
OG0005366,ZHX3,0,0.3879389670059141,0.1985032993309415,0,0.5,0.5054561795911606,Selection associated with trait. No difference between FG-BG dist
OG0005367,RB1CC1,0.5,4.172170755545324e-7,0.8161767443121104,0.5,1.5279714650228199e-6,1,No evidence of episodic diversifying selection on test branches
OG0005368,NPBWR1,0.5,0.4039572535850053,0.8298521603614529,0.5,0.5,1,No significant signals
OG0005369,OPRK1,0.5,0.2038741174941805,0.9827569036595111,0.5,0.3309560331635037,1,No significant signals
OG0005370,ATP6V1H,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005371,LYPLA1,0.5,0.5,0.9999985881741132,0.5,0.5,1,No significant signals
OG0005372,MRPL15,0.5,6.071105952076827e-5,0.8525480906987205,0.5,1.7414435170458355e-4,1,No evidence of episodic diversifying selection on test branches
OG0005373,SOX17,1.076916333886402e-14,0.005325792755594305,3.962052907979796e-12,5.081588851391997e-14,0.01182993082826312,6.506187071282194e-11,Selection associated with trait
OG0005374,RP1,0.5,0,0.1094183904539756,0.5,0,0.30995443832947955,No evidence of episodic diversifying selection on test branches
OG0005375,NA,0.005478765475038283,9.969186587355239e-11,0.06294634128545762,0.014085928823820947,5.132262981973363e-10,0.19434093381532294,No evidence of episodic diversifying selection on test branches
OG0005376,NA,0.5,1.831667041207741e-6,0.6514566917241086,0.5,6.213738367154759e-6,1,No evidence of episodic diversifying selection on test branches
OG0005377,LYN,0.5,0.0730989082997891,0.9999728649649726,0.5,0.13317851630028946,1,No significant signals
OG0005378,NA,0.03202110728951935,5.413833539998913e-4,0.3396636598104277,0.0787693753506255,0.001380415894376859,0.7711464352500547,No evidence of episodic diversifying selection on test branches
OG0005379,MOS,0.5,0.002114821479186901,0.9518237844646443,0.5,0.0049786901743426116,1,No evidence of episodic diversifying selection on test branches
OG0005380,PLAG1,0.5,0.5,0.3262060640068372,0.5,0.5,0.7474152178753427,No significant signals
OG0005381,CHCHD7,0.5,0,0.03249005361295854,0.5,0,0.10927669023184734,No evidence of episodic diversifying selection on test branches
OG0005382,SDR16C5,1.665334536937735e-16,0.011315399570535071,3.918414682368976e-5,8.798415801379218e-16,0.023983215254325375,2.538170708175233e-4,Selection associated with trait
OG0005383,PENK,0.5,0.0795327389205116,0.9999959867618586,0.5,0.14342077987457957,1,No significant signals
OG0005384,MICU2,1.296996569588593e-7,0.5,0.3494290072663347,4.1943977254184165e-7,0.5,0.7891332538838361,Selection associated with trait. No difference between FG-BG dist
OG0005385,ZDHHC20,2.220446049250313e-16,4.626073164854527e-4,1.313897975341316e-5,1.1617738881627696e-15,0.0011911346970738196,9.259342897885789e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005386,MRPL57,0.5,2.667891138576906e-4,0.8205876129248129,0.5,7.060529025457047e-4,1,No evidence of episodic diversifying selection on test branches
OG0005387,SKA3,7.858320339387825e-5,0.006331980304626506,0.2643568962811083,2.2008383241767717e-4,0.013888705316822209,0.6342513391784618,Selection associated with trait. No difference between FG-BG dist
OG0005388,SAP18,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005389,LATS2,0.5,0.5,0.9987373135307077,0.5,0.5,1,No significant signals
OG0005390,XPO4,2.807392060941716e-4,0.4867170336054266,0.5180923968416615,7.654433174350853e-4,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005391,EEF1AKMT1,0,0.4723434533561136,0,0,0.5,0,Selection associated with trait
OG0005392,IL17D,0.5,8.326672684688674e-16,0.05050332018800163,0.5,6.8890081657070535e-15,0.16109684220676967,No evidence of episodic diversifying selection on test branches
OG0005393,IFT88,0.06727122547283348,0.5,0.1843948160487693,0.1600234154045907,0.5,0.4756341991314604,No significant signals
OG0005394,CRYL1,6.050715484207103e-15,0.5,3.234073173707941e-7,2.896177643823467e-14,0.5,2.8705301790018997e-6,Selection associated with trait
OG0005395,NA,0.5,0.5,0.9999063861065965,0.5,0.5,1,No significant signals
OG0005396,PSPC1,8.509304372239512e-13,0.5,3.532554581341385e-4,3.611550762008864e-12,0.5,0.0019397669636375854,Selection associated with trait
OG0005397,PARP4,5.709471784243192e-11,0,6.661338147750939e-16,2.1882094251922312e-10,0,1.5968759094359177e-14,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005398,CENPJ,0.5,0.5,0.939012783181959,0.5,0.5,1,No significant signals
OG0005399,RNF17,0.5,0.1719587995017571,0.8799700266236605,0.5,0.285609190204848,1,No significant signals
OG0005400,ARHGAP20,0,4.735101200026293e-14,0.5660408342186241,0,3.3315094134168736e-13,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005401,FDX1,0.1933519857794928,0.5,0.6549185681295988,0.4276177063469795,0.5,1,No significant signals
OG0005402,ZC3H12C,0.5,0.0153477522125694,0.999339728185342,0.5,0.031897081567621416,1,No significant signals
OG0005403,STON2,0,0.5,0,0,0.5,0,Selection associated with trait
OG0005404,TSHR,0.5,0.1708880078808068,0.7194763160311921,0.5,0.2841238847647458,1,No significant signals
OG0005405,CEP128,1.357802759116566e-13,0.00117161496893492,0.006381846624444742,6.019684978173546e-13,0.0028569050270957448,0.02629928604187847,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005406,DIO2,0.5,0.5,0.9713472993120726,0.5,0.5,1,No significant signals
OG0005407,ADCK1,0.5,0.01610849167352318,1,0.5,0.03331012830171316,1,No significant signals
OG0005408,SNW1,0.5,0.1986250008952491,0.9982807167002902,0.5,0.3240763117925124,1,No significant signals
OG0005409,SLIRP,0.5,2.877851289773137e-6,0.7022107534842739,0.5,9.549434456172059e-6,1,No evidence of episodic diversifying selection on test branches
OG0005410,ALKBH1,0.4898596570097121,0.5,0.5213098871937268,0.5,0.5,1,No significant signals
OG0005411,SPTLC2,2.220446049250313e-16,0.5,0.003879640180355248,1.1617738881627696e-15,0.5,0.016922583730239072,Selection associated with trait. No difference between FG-BG dist
OG0005412,ISM2,0.5,1.955988704338552e-10,0.6615392819436319,0.5,9.818518704956978e-10,1,No evidence of episodic diversifying selection on test branches
OG0005413,AHSA1,0.3964974299340263,0.007408751758219534,0.8741358191105598,0.5,0.016129644708335056,1,No significant signals
OG0005414,VIPAS39,0,0.08437022037401076,0.10615408909066,0,0.15135569799268017,0.30278756987164523,Selection associated with trait. No difference between FG-BG dist
OG0005415,NOXRED1,0.5,0.4810736996371756,0.9993000436660454,0.5,0.5,1,No significant signals
OG0005416,TMED8,1.245154661947967e-4,0.001931783981528767,0.6188718281632075,3.4526012318159905e-4,0.004577672118332407,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005418,POMT2,0.002668558288616341,0.4064929128983559,1,0.006949654959279511,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005419,NGB,0.5,0.4936090198733777,0.99852652169098,0.5,0.5,1,No significant signals
OG0005420,ZDHHC22,0.1255194137399238,0.3076053884558445,0.1919602625537001,0.28691098956822525,0.4714872532229682,0.4916318769280026,No significant signals
OG0005421,IRF2BPL,0.5,0.1143747142404141,0.997903071666094,0.5,0.1979201713730341,1,No significant signals
OG0005422,LRRC74A,0,0.06252349546402852,2.927658115936538e-13,0,0.11546699311688068,5.390628369215915e-12,Selection associated with trait
OG0005423,ANGEL1,0.5,0.01150359151383606,0.9952829013057791,0.5,0.024358228764555234,1,No significant signals
OG0005424,VASH1,0.5,0.5,0.9989624001672296,0.5,0.5,1,No significant signals
OG0005425,GPATCH2L,0.5,0,0.00549661269971391,0.5,0,0.02309110985598261,No evidence of episodic diversifying selection on test branches
OG0005426,TGFB3,0.4996715380086938,0.5,0.9613957313909912,0.5,0.5,1,No significant signals
OG0005427,ERG28,0.5,0.5,0.9956999169423295,0.5,0.5,1,No significant signals
OG0005428,FLVCR2,4.996003610813204e-16,0.1654365198636119,0.006139581050919163,2.55982328288795e-15,0.27602094827146956,0.025458521521156893,Selection associated with trait. No difference between FG-BG dist
OG0005429,BATF,0.5,0.5,0.7199037197536621,0.5,0.5,1,No significant signals
OG0005430,JDP2,0.5,0.5,0.6919369223889149,0.5,0.5,1,No significant signals
OG0005431,FOS,0.4904851089496993,0.03674012864971204,0.9957530307050304,0.5,0.07116138615367233,1,No significant signals
OG0005432,NEK9,0,0.5,4.387143071049593e-8,0,0.5,4.3942518676924977e-7,Selection associated with trait
OG0005433,ZC2HC1C,0.05528841913511184,0.4995797897558087,1,0.1331661506248978,0.5,1,No significant signals
OG0005434,MLH3,5.995204332975845e-15,0.01437912305541239,5.645598433190457e-10,2.8727850663107954e-14,0.0299992601064462,7.004741547386419e-9,Selection associated with trait
OG0005435,EIF2B2,0.5,0.5,0.8539386234251293,0.5,0.5,1,No significant signals
OG0005436,PGF,0,1.178954723846104e-7,0.1065433596241958,0,4.544621015663334e-7,0.3035977063509353,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005437,RPS6KL1,0.5,0.005083482396897321,0.625086640036654,0.5,0.011338262026481808,1,No significant signals
OG0005438,YLPM1,0.5,0,3.989314930619159e-7,0.5,0,3.497019380406491e-6,No evidence of episodic diversifying selection on test branches
OG0005439,FCF1,0.5,0.5,0.7471764795838031,0.5,0.5,1,No significant signals
OG0005440,AREL1,0.5,0.476000455828502,0.9511259906707966,0.5,0.5,1,No significant signals
OG0005441,NPC2,0.5,0.01854696413984364,0.7631794098124327,0.5,0.037941078619499746,1,No significant signals
OG0005442,SYNDIG1L,0.5,0.5,0.8626683883724544,0.5,0.5,1,No significant signals
OG0005443,VRTN,0.003125503702220367,0.1410411292963881,0.6305226364358606,0.008120116793459939,0.2394213285466737,1,Selection associated with trait. No difference between FG-BG dist
OG0005444,ABCD4,0,0.4151904311319195,0,0,0.5,0,Selection associated with trait
OG0005445,NA,0.04683306752788075,0.2054887558942996,0.6267500522210967,0.11355207480945506,0.33301492387814025,1,No significant signals
OG0005446,VSX2,0.5,4.532282327218695e-10,0.9988745909907971,0.5,2.197331723235327e-9,1,No evidence of episodic diversifying selection on test branches
OG0005447,LIN52,3.729483388781318e-11,1.230843205135557e-11,0.6210136905442438,1.443423490452304e-10,6.902234109536071e-11,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005448,ALDH6A1,0.4953677974788599,7.2100603265568e-11,1,0.5,3.7587868714471413e-10,1,No evidence of episodic diversifying selection on test branches
OG0005449,BBOF1,0,1.149949024892294e-10,1.277611239025589e-9,0,5.88855553930054e-10,1.5125099401542335e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005450,COQ6,0.5,0.1080220102502242,0.5230876226186746,0.5,0.18843428274651083,1,No significant signals
OG0005451,FAM161B,0.03044967425244682,0.08652372511047701,0.4644505915289203,0.07505311335251347,0.15480180217202152,0.9675867643455166,No significant signals
OG0005452,ZNF410,5.564276817082714e-11,0.023176517629664,0.01995151894433933,2.1344526407373142e-10,0.04652507157669038,0.07120018348219075,Selection associated with trait. No difference between FG-BG dist
OG0005453,FBXO33,0.5,0.5,0.1364007153285103,0.5,0.5,0.3711986762430592,No significant signals
OG0005454,PNN,7.440680887482731e-6,0.5,0.3848303758695211,2.2014240136846344e-5,0.5,0.845772567635732,Selection associated with trait. No difference between FG-BG dist
OG0005455,TRAPPC6B,0.5,0.3067138473440743,0.975461487728054,0.5,0.47037066009491746,1,No significant signals
OG0005456,PROSER1,0.5,0.5,0.9999999994152763,0.5,0.5,1,No significant signals
OG0005457,SSTR1,0.5,0.5,0.9368743107143493,0.5,0.5,1,No significant signals
OG0005458,TTC6,0,0,3.763656053479281e-14,0,0,7.539509140465208e-13,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005459,FOXA1,0.09668734716204513,0.5,0.9448085235442327,0.22571683364994297,0.5,1,No significant signals
OG0005460,MIPOL1,1.360515311521482e-9,0,0.001565020744862311,4.875320706379671e-9,0,0.00746620150277753,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005461,PAX9,0.4976567872745687,2.220446049250313e-16,0.5201571553355485,0.5,1.9006666775679734e-15,1,No evidence of episodic diversifying selection on test branches
OG0005462,NKX2-8,0.5,0.5,0.4398523677038966,0.5,0.5,0.930907896823067,No significant signals
OG0005463,NKX2-1,0.5,0.5,0.06999637096000955,0.5,0.5,0.21336688773790863,No significant signals
OG0005464,MBIP,0,0.2660010868067215,7.854272638940785e-7,0,0.41554560985681377,6.683468575948234e-6,Selection associated with trait
OG0005465,BRMS1L,0.5,0.5,0.9926041446975619,0.5,0.5,1,No significant signals
OG0005466,INSM2,0.5,0.04536982954262303,0.8364741166144377,0.5,0.08623556003994283,1,No significant signals
OG0005467,NFKBIA,0.06575677106742439,0.2144573884238809,0.7190021384778322,0.1568087894233923,0.3457366317846992,1,No significant signals
OG0005468,PSMA6,0.5,0.2360984915075664,1,0.5,0.3759362827630396,1,No significant signals
OG0005469,PPP2R3C,0.5,9.101813747136589e-11,0.2415780143498732,0.5,4.69131007550447e-10,0.5919927641339743,No evidence of episodic diversifying selection on test branches
OG0005470,FAM177A1,0.4983893217984541,0.09500393126105372,0.9969072903504491,0.5,0.16816609145697667,1,No significant signals
OG0005471,SRP54,0.5,0.3437050012229051,1,0.5,0.5,1,No significant signals
OG0005472,NA,0.4973530890096482,2.775557561562891e-16,1,0.5,2.371142659206837e-15,1,No evidence of episodic diversifying selection on test branches
OG0005473,CFL2,0.5,1.666187273724473e-5,0.9006925614039204,0.5,5.114999881806168e-5,1,No evidence of episodic diversifying selection on test branches
OG0005474,EAPP,0.5,0.5,0.98877606948783,0.5,0.5,1,No significant signals
OG0005475,SPTSSA,0.2613984240121774,0.5,0.5574022769520639,0.5,0.5,1,No significant signals
OG0005476,AKAP6,1.329300003405365e-10,1.910766287279708e-4,0.3314290824008754,5.008168145176329e-10,5.172277588401187e-4,0.7567776461997825,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005477,ARHGAP5,2.275957200481571e-15,0.5,0.0557550323158732,1.1197347136422693e-14,0.5,0.17577561007707346,Selection associated with trait. No difference between FG-BG dist
OG0005478,NUBPL,0,3.497202527569243e-15,1.609336836683184e-6,0,2.7613860103635246e-14,1.306491649592521e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005479,DTD2,0.5,0.5,0.9989982951499679,0.5,0.5,1,No significant signals
OG0005480,HEATR5A,0.1587957031558351,2.50160683817835e-4,0.668013811881295,0.35583066160295107,6.66325194755169e-4,1,No evidence of episodic diversifying selection on test branches
OG0005481,HECTD1,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005482,AP4S1,1.542654892716655e-13,0.06440868743739891,3.371913366301271e-7,6.807820214977017e-13,0.118669955521237,2.9776059461195107e-6,Selection associated with trait
OG0005483,STRN3,0,0.4973237170669441,4.15449462184414e-5,0,0.5,2.6830594371223275e-4,Selection associated with trait
OG0005484,COCH,2.90878432451791e-14,2.22273497663128e-7,0.05019708673029688,1.338969124700957e-13,8.356015850463553e-7,0.16035643726983728,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005485,SCFD1,0,0.5,1.464017795882455e-11,0,0.5,2.2266449921909954e-10,Selection associated with trait
OG0005486,G2E3,0.5,0.004046822845644116,0.9354336429108506,0.5,0.009127236097525197,1,No evidence of episodic diversifying selection on test branches
OG0005487,PRKD1,0.5,0.5,0.816344000687476,0.5,0.5,1,No significant signals
OG0005491,BRD2,1.757394924029043e-8,1.381643521813913e-9,0.1079921535890352,5.952444490233791e-8,6.404254439088165e-9,0.3068168408271539,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005493,KCNT2,0.5,0,0.6171016576266416,0.5,0,1,No evidence of episodic diversifying selection on test branches
OG0005494,SEMA5B,0.5,1.38222766565832e-14,0.1550262056815487,0.5,1.020631247321425e-13,0.4126720344411327,No evidence of episodic diversifying selection on test branches
OG0005495,HSPBAP1,0.5,0.1428209425092895,0.964389794045178,0.5,0.24220506299733321,1,No significant signals
OG0005496,SLC15A2,4.773959005888173e-15,1.665334536937735e-16,0.143112181601876,2.3003252359107042e-14,1.4397407674984176e-15,0.3854630624284578,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005497,EAF2,0.5,0.5,0.8307722740795492,0.5,0.5,1,No significant signals
OG0005499,TFCP2L1,0.01246522234059921,0.02069810968097419,0.1961319709930164,0.03156057171900104,0.04194881526443809,0.500674125003994,No significant signals
OG0005500,DNAAF11 LRRC6,0.4951473772663841,0.05993016170322546,0.9883743341127391,0.5,0.11122359411960393,1,No significant signals
OG0005501,SLA,0.5,3.649058122334736e-8,0.275334268618601,0.5,1.4952153878165156e-7,0.6547795440025758,No evidence of episodic diversifying selection on test branches
OG0005502,CCN4 WISP1,0.2254687459942131,1.54598556179053e-13,0.0684666221808975,0.4904993785404525,1.0387390568117426e-12,0.20921968515306744,No evidence of episodic diversifying selection on test branches
OG0005503,SCOC,2.3966778561757e-10,0.004223029499077491,0.5140364468256977,8.913128563534383e-10,0.009504836745127856,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005504,ELMOD2,0.5,0.5,0.9998738106177136,0.5,0.5,1,No significant signals
OG0005505,TBC1D9,1.266764471097304e-11,0.5,0.003937168292410531,5.0103198047879655e-11,0.5,0.01714758651359876,Selection associated with trait. No difference between FG-BG dist
OG0005506,RNF150,0.4999316338908096,3.884048638269633e-11,0.9536915009994702,0.5,2.0659223672763005e-10,1,No evidence of episodic diversifying selection on test branches
OG0005507,ZNF330,0.5,3.684275107218582e-12,0.06197226486729579,0.5,2.19282783891813e-11,0.19188120936013517,No evidence of episodic diversifying selection on test branches
OG0005508,IL15,1.160742847672314e-6,0.01132154513805328,0.004540898028352447,3.582406777373825e-6,0.023990365236217698,0.019531278100080554,Selection associated with trait. No difference between FG-BG dist
OG0005509,GAB1,3.478555358036872e-4,0,3.579459153536524e-4,9.439767346645058e-4,0,0.001964276443545027,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005510,HHIP,6.435901811485678e-10,1.697805729339308e-8,0.2054316218449277,2.3480731145277006e-9,7.163730268991892e-8,0.518915719628139,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
