orthogroup,symbol,test results,test results background,test results shared distribution,adj_test,adj_background,adj_dist,result
OG0005318,DDO,2.514889649030128e-6,0.5,0.9517312197260847,8.290992389602562e-6,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005319,SLC22A16,4.176525885357663e-6,0.5,0.9856816624780226,1.344129974410012e-5,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005320,CDK19,0,0,3.867565906789938e-5,0,0,2.482931406332353e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005321,AMD1,0.5,0.5,0.9998742444426691,0.5,0.5,1,No significant signals
OG0005322,SLC16A10,2.213554539480245e-4,1.347315871286225e-4,0.03766658933489242,5.849191140354821e-4,3.7466810893672844e-4,0.12144853273894553,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005323,MFSD4B,0.1795026347063725,0.5,0.9862832550254527,0.2878828392789006,0.5,1,No significant signals
OG0005324,REV3L,0.06758958068289206,0.5,0.889391864412775,0.12090124663698798,0.5,1,No significant signals
OG0005325,TRAF3IP2,0.005710733134585033,9.520373711672248e-4,0.5673405881732955,0.012395456369876818,0.002548385836709299,1,No evidence of episodic diversifying selection on test branches
OG0005326,TUBE1,0.5,0,6.075411506212269e-6,0.5,0,4.451872241724046e-5,No evidence of episodic diversifying selection on test branches
OG0005327,LAMA4,5.917081824513559e-10,0,0.529148716061511,2.7844712403121446e-9,0,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005328,B4GALT5,0.2312988568494166,0.5,0.9992641283585998,0.35667503691640257,0.5,1,No significant signals
OG0005329,PTGIS,0.00564569426390682,0.1698704151294957,0.9775353422520789,0.012260979560075758,0.39118109966222875,1,No significant signals
OG0005330,KCNB1,2.778696482352849e-7,0.5,0.958250834578458,1.0202307746407108e-6,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005331,NA,0.4533320639374412,0.5,0.9426029791879864,0.5,0.5,1,No significant signals
OG0005332,STAU1,0.04733821708701991,0.5,0.9359249223062163,0.08742316062122711,0.5,1,No significant signals
OG0005333,CSE1L,0.1498090277072411,0.5,0.9330668453162583,0.24581860557043317,0.5,1,No significant signals
OG0005334,ARFGEF2,0.5,0,2.644907090184612e-4,0.5,0,0.0014606908716309913,No evidence of episodic diversifying selection on test branches
OG0005335,PREX1,1.524766912027187e-4,0.09223538483423732,0.5343081439726955,4.089181598452366e-4,0.21989119018057568,1,Selection associated with trait. No difference between FG-BG dist
OG0005336,SULF2,0.02085578651758335,0.5,0.6210548686441073,0.04130113879248657,0.5,1,No significant signals
OG0005337,NCOA3,0.5,4.442810191962465e-8,0.5061675461425024,0.5,1.482764342508414e-7,1,No evidence of episodic diversifying selection on test branches
OG0005338,NA,0.5,3.744271559469325e-11,1.57460893931427e-5,0.5,1.4589340871520727e-10,1.07976749293389e-4,No evidence of episodic diversifying selection on test branches
OG0005339,ZMYND8,0,0.5,2.496841613625067e-4,0,0.5,0.0013851068797635468,Selection associated with trait
OG0005340,EYA2,0.4972346733011281,2.442490654175344e-15,0.01705390110888139,0.5,1.2037194829859583e-14,0.060884678298786944,No evidence of episodic diversifying selection on test branches
OG0005341,SLC2A10,3.523149161299699e-9,0.5,0.4272505651238359,1.5547849485919223e-8,0.5,0.8938634554372766,Selection associated with trait. No difference between FG-BG dist
OG0005343,JPH2,1.03722530564454e-10,0.5,0.8802341420364659,5.25843456066072e-10,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005344,NA,0.4969749100805438,0.05498593946762198,0.1930506925080161,0.5,0.1347630473386578,0.48405266731470775,No significant signals
OG0005345,HNF4A,0.5,0,2.037904584906158e-5,0.5,0,1.3735222957770945e-4,No evidence of episodic diversifying selection on test branches
OG0005346,TTPAL,0.5,0.5,0.9995161017329702,0.5,0.5,1,No significant signals
OG0005347,SERINC3,3.031069839565248e-11,0.5,0.01582920300790347,1.6033544249142821e-10,0.5,0.056982497017635865,Selection associated with trait. No difference between FG-BG dist
OG0005348,ADA,7.333123396532915e-4,1.437738816889578e-14,2.313984544399794e-5,0.001804402896604943,6.769418782025249e-14,1.5392176977122073e-4,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005349,CCN5 WISP2,1.436168876212118e-6,0,2.524540123616248e-7,4.862521695907539e-6,0,2.2569597344808894e-6,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005350,NA,0.06447089703252518,0.5,0.5330620801793202,0.11601812079839319,0.5,1,No significant signals
OG0005351,KCNK15,0.3593947132616668,0.5,0.9903968905450102,0.5,0.5,1,No significant signals
OG0005352,YWHAB,0.4687743730325173,0.5,0.9664715878771444,0.5,0.5,1,No significant signals
OG0005353,PABPC1L,6.688494091455777e-5,0.5,0.3497408611554791,1.8732112578465467e-4,0.5,0.7723034989638979,Selection associated with trait. No difference between FG-BG dist
OG0005354,TOMM34,0.5,0.5,0.8008964961152566,0.5,0.5,1,No significant signals
OG0005355,KCNS1,0.4406685909610135,0.5,0.9960602077151555,0.5,0.5,1,No significant signals
OG0005356,MATN4,0.5,1.548149559049694e-6,0.6085020044716782,0.5,4.786597457669186e-6,1,No evidence of episodic diversifying selection on test branches
OG0005357,SDC4,0.3983381746301532,0.4708576488953059,0.8989779262336091,0.5,0.5,1,No significant signals
OG0005358,SYS1,0.5,0.5,0.996356432427705,0.5,0.5,1,No significant signals
OG0005359,NA,0.484390402580238,0.5,0.9363403996843271,0.5,0.5,1,No significant signals
OG0005360,PIGT,3.150624890842502e-4,0.5,0.8826103208432805,8.129250985495234e-4,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005361,SRC,0,0.5,0.03617981919404978,0,0.5,0.11726597576977782,Selection associated with trait. No difference between FG-BG dist
OG0005363,GHRH,0.1446143054100547,1.448027675543528e-8,0.0551706358435029,0.23833406951411415,4.9530559304955304e-8,0.17009144374409482,No evidence of episodic diversifying selection on test branches
OG0005364,EMILIN3,0.5,6.117271167249694e-5,0.4968815387091987,0.5,1.7328597277047088e-4,0.9911712015020333,No evidence of episodic diversifying selection on test branches
OG0005365,LPIN3,0.005518655868422317,0.5,0.9719239562645795,0.012005643007874994,0.5,1,No significant signals
OG0005366,ZHX3,0.05415903654636856,0,0.1006333381928104,0.09894285460677085,0,0.28211237729853617,No evidence of episodic diversifying selection on test branches
OG0005367,RB1CC1,4.154322330029991e-7,0.5,0.8073722976846989,1.495486915311129e-6,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005368,NPBWR1,0.4039181580948157,0.5,0.8269831821397392,0.5,0.5,1,No significant signals
OG0005369,OPRK1,0.2045998561015062,0.5,0.9833449027876838,0.3215193671150235,0.5,1,No significant signals
OG0005370,ATP6V1H,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005371,LYPLA1,0.5,0.5,0.9999979494146723,0.5,0.5,1,No significant signals
OG0005372,MRPL15,6.076095855472863e-5,0.5,0.8536662490695781,0.00017088896175905803,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005373,SOX17,0.00532977301240839,1.076916333886402e-14,1.63202784619898e-13,0.011621026870592644,5.112251208696063e-14,3.070341082827386e-12,No evidence of episodic diversifying selection on test branches
OG0005374,RP1,0,0.5,0.1073970444332533,0,0.5,0.29846307724000454,Selection associated with trait. No difference between FG-BG dist
OG0005375,NA,9.982231707894584e-11,0.005493385358820602,0.05582796389863276,5.066641243408781e-10,0.014246256186764604,0.17156789757768748,Selection associated with trait. No difference between FG-BG dist
OG0005376,NA,1.847091164963732e-6,0.5,0.7265686433481202,6.176478725500826e-6,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005377,LYN,0.0732193361799161,0.5,0.999977279392022,0.13005749903550778,0.5,1,No significant signals
OG0005378,NA,5.434492918849898e-4,0.0290882201696952,0.3446527190529245,0.0013596444556151204,0.0727752117226199,0.763600775904764,Selection associated with trait. No difference between FG-BG dist
OG0005379,MOS,0.002105435404943734,0.5,0.9496012268596785,0.004860079486365184,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005380,PLAG1,0.5,0.5,0.3250428310944347,0.5,0.5,0.7304390185123963,No significant signals
OG0005381,CHCHD7,0,0.5,0.06253781895395294,0,0.5,0.18870372567207416,Selection associated with trait. No difference between FG-BG dist
OG0005382,SDR16C5,0.01199091045926159,5.551115123125783e-17,1.838677466348138e-5,0.024742331691571244,3.0005840272036556e-16,1.2470152659699676e-4,No evidence of episodic diversifying selection on test branches
OG0005383,PENK,0.07935950269938469,0.5,0.9999900466599099,0.13958070830909972,0.5,1,No significant signals
OG0005384,MICU2,0.5,1.292928877294486e-7,0.3406444091190401,0.5,4.2079753682235736e-7,0.7570458953559767,No evidence of episodic diversifying selection on test branches
OG0005385,ZDHHC20,4.610423165981037e-4,2.220446049250313e-16,1.316466024625651e-5,0.001164922688420435,1.166711603534439e-15,9.136084183729256e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005386,MRPL57,2.662872978529407e-4,0.5,0.8199733847812185,6.941115288010086e-4,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005387,SKA3,0.003202050546582236,6.593079220912346e-5,0.4935331903739427,0.0071994142452903795,1.8645917509076942e-4,0.9863825010383603,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005388,SAP18,0.5,0.5,1,0.5,0.5,1,No significant signals
OG0005389,LATS2,0.4998997624096737,0.5,0.9982313735956614,0.5,0.5,1,No significant signals
OG0005390,XPO4,0.5,3.539140129478202e-4,0.8165355437064532,0.5,9.66478973824688e-4,1,No evidence of episodic diversifying selection on test branches
OG0005391,EEF1AKMT1,0.5,0,0,0.5,0,0,No evidence of episodic diversifying selection on test branches
OG0005392,IL17D,1.998401444325282e-15,0.5,0.08537115756150715,1.5665005524629523e-14,0.5,0.24570592898243532,Selection associated with trait. No difference between FG-BG dist
OG0005393,IFT88,0.5,0.0670704624208674,0.1839415856470757,0.5,0.16244830164852683,0.46503957995611833,No significant signals
OG0005394,CRYL1,0.5,5.995204332975845e-15,3.238094149482507e-7,0.5,2.8887805288180937e-14,2.850708725292128e-6,No evidence of episodic diversifying selection on test branches
OG0005395,NA,0.5,0.5,0.999967968954171,0.5,0.5,1,No significant signals
OG0005396,PSPC1,0.5,2.017830347256222e-12,5.130948929435997e-4,0.5,8.435895567707896e-12,0.002671674611031234,No evidence of episodic diversifying selection on test branches
OG0005397,PARP4,0,5.684064330324645e-11,5.675169845176242e-8,0,2.1949974437585668e-10,5.562052077027769e-7,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005398,CENPJ,0.4983825139682199,0.5,0.9329794029024318,0.5,0.5,1,No significant signals
OG0005399,RNF17,0.1190925060895399,0.5,0.7728558907866082,0.20043301199900396,0.5,1,No significant signals
OG0005400,ARHGAP20,4.846123502488808e-14,0,0.7598384447052031,3.333732336290791e-13,0,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005401,FDX1,0.3758482714343651,0.1903313702909039,0.565519960372504,0.5,0.4352874414633939,1,No significant signals
OG0005402,ZC3H12C,0.01523715856074465,0.5,0.9996614322473192,0.030946343624661858,0.5,1,No significant signals
OG0005403,STON2,0.5,0,0,0.5,0,0,No evidence of episodic diversifying selection on test branches
OG0005404,TSHR,0.1690142874127927,0.5,0.7133188489472941,0.2727806123219523,0.5,1,No significant signals
OG0005405,CEP128,0.001168361521397154,1.350586309456503e-13,0.006272174688592203,0.0027877035032178032,6.021624895433578e-13,0.025117723162923152,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005406,DIO2,0.5,0.5,0.9706162229960964,0.5,0.5,1,No significant signals
OG0005407,ADCK1,0.01569344258982081,0.5,1,0.03179842008248871,0.5,1,No significant signals
OG0005408,SNW1,0.1961478583771065,0.5,0.9975228248453767,0.31026568568734775,0.5,1,No significant signals
OG0005409,SLIRP,2.876426150488776e-6,0.5,0.7004173380883865,9.425441842608811e-6,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005410,ALKBH1,0.5,0.4911925328814049,0.522074647684589,0.5,0.5,1,No significant signals
OG0005411,SPTLC2,0.5,3.33066907387547e-16,0.004234227133846025,0.5,1.7374086898926053e-15,0.017727625358637394,No evidence of episodic diversifying selection on test branches
OG0005412,ISM2,1.963682549899204e-10,0.5,0.666342381914307,9.710690735330119e-10,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005413,AHSA1,0.009538408880932991,0.5,0.9344652416570175,0.020049888378818097,0.5,1,No significant signals
OG0005414,VIPAS39,0.08196055269129965,0,0.008570296466375082,0.14349314646783473,0,0.03333363848090336,No evidence of episodic diversifying selection on test branches
OG0005415,NOXRED1,0.4852506767613359,0.5,0.9991791826692356,0.5,0.5,1,No significant signals
OG0005416,TMED8,0.001811277142344192,1.239312205327803e-4,0.5978575710065528,0.0042238729156148305,3.452996724052417e-4,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005418,POMT2,0.5,0.002719336874721756,1,0.5,0.00713990937919966,1,No evidence of episodic diversifying selection on test branches
OG0005419,NGB,0.497114765216196,0.5,0.9991375140932451,0.5,0.5,1,No significant signals
OG0005420,ZDHHC22,0.5,0.5,0.4519626062670862,0.5,0.5,0.928825550851428,No significant signals
OG0005421,IRF2BPL,0.1145197776195093,0.5,0.9989455670915968,0.19330098605797413,0.5,1,No significant signals
OG0005422,LRRC74A,0.0799396982975435,0,3.386180225106727e-13,0.140352637262516,0,6.11774606849136e-12,No evidence of episodic diversifying selection on test branches
OG0005423,ANGEL1,0.01063518163118538,0.5,0.9942284961677341,0.022188250201610003,0.5,1,No significant signals
OG0005424,VASH1,0.5,0.5,0.9989608576571165,0.5,0.5,1,No significant signals
OG0005425,GPATCH2L,0,0.5,0.005374475101052489,0,0.5,0.021918335308439323,Selection associated with trait. No difference between FG-BG dist
OG0005426,TGFB3,0.5,0.5,0.9618289806063097,0.5,0.5,1,No significant signals
OG0005427,ERG28,0.5,0.5,0.9956264749730671,0.5,0.5,1,No significant signals
OG0005428,FLVCR2,0.1666153749373225,4.996003610813204e-16,0.006533611204735612,0.2695624331104111,2.57200566614976e-15,0.02607628350189515,No evidence of episodic diversifying selection on test branches
OG0005429,BATF,0.5,0.5,0.7198932122827573,0.5,0.5,1,No significant signals
OG0005430,JDP2,0.5,0.5,0.6909904225677368,0.5,0.5,1,No significant signals
OG0005431,FOS,0.03697676005887146,0.5,0.9965320356511477,0.06979212247534866,0.5,1,No significant signals
OG0005432,NEK9,0.5,0,4.323286328933307e-8,0.5,0,4.3053762820010165e-7,No evidence of episodic diversifying selection on test branches
OG0005433,ZC2HC1C,0.4938964841069167,0.1140296124690694,1,0.5,0.2691795598219658,1,No significant signals
OG0005434,MLH3,0.01288491445670348,6.050715484207103e-15,3.940399118107507e-10,0.0264671373625236,2.912285417148402e-14,5.036959227193851e-9,No evidence of episodic diversifying selection on test branches
OG0005435,EIF2B2,0.5,0.5,0.8529632926738817,0.5,0.5,1,No significant signals
OG0005436,PGF,8.855117039630045e-8,0,0.1247366593702693,3.3983229650092423e-7,0,0.33765125123250256,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005437,RPS6KL1,0.005067135302572412,0.5,0.6234519411581176,0.011104327401484338,0.5,1,No significant signals
OG0005438,YLPM1,0,0.5,2.930634044329139e-7,0,0.5,2.5985355552893817e-6,Selection associated with trait
OG0005439,FCF1,0.5,0.5,0.7441173786617957,0.5,0.5,1,No significant signals
OG0005440,AREL1,0.4787090884164595,0.5,0.9588151030449141,0.5,0.5,1,No significant signals
OG0005441,NPC2,0.009334397840388087,0.5,0.5753559433778227,0.01964491218645878,0.5,1,No significant signals
OG0005442,SYNDIG1L,0.5,0.5,0.8622542939802693,0.5,0.5,1,No significant signals
OG0005443,VRTN,0.1389896157508267,0.003121708291744518,0.1094232816924894,0.22993999898827264,0.008171586072824276,0.30279236871630666,No evidence of episodic diversifying selection on test branches
OG0005444,ABCD4,0.4136445575668763,0,0,0.5,0,0,No evidence of episodic diversifying selection on test branches
OG0005445,NA,0.2106472177376744,0.04705526389821008,0.563255848415038,0.3295861548186285,0.11591695239826647,1,No significant signals
OG0005446,VSX2,4.533864395028786e-10,0.5,0.9988263594133124,2.155827608493358e-9,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005447,LIN52,1.635325208582117e-11,5.001266067949928e-11,0.7080622099028424,8.951362653427983e-11,1.9382425683850728e-10,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005448,ALDH6A1,4.440892098500626e-16,0.5,1,3.660140973373754e-15,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005449,BBOF1,1.10411235709762e-10,0,1.241488134517965e-9,5.574672309406536e-10,0,1.477831955449583e-8,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005450,COQ6,0.1084454723177339,0.5,0.5339057774198328,0.18422522029683377,0.5,1,No significant signals
OG0005451,FAM161B,0.08653005290872262,0.03044489501205977,0.4644774207529656,0.15091315555664764,0.07603755308351089,0.9495836520661857,No significant signals
OG0005452,ZNF410,0.02299264303497872,5.838829419957392e-11,0.1621652063445036,0.045130036930076174,2.253756904563393e-10,0.4195463433525495,No evidence of episodic diversifying selection on test branches
OG0005453,FBXO33,0.5,0.5,0.1363180724716015,0.5,0.5,0.3636549319263993,No significant signals
OG0005454,PNN,0.5,9.888126971835387e-6,0.4788084301934794,0.5,2.9265338855767253e-5,0.9684099073088311,No evidence of episodic diversifying selection on test branches
OG0005455,TRAPPC6B,0.307563895383022,0.5,0.9754281836247771,0.4535113223112408,0.5,1,No significant signals
OG0005456,PROSER1,0.5,0.5,0.9999739954131905,0.5,0.5,1,No significant signals
OG0005457,SSTR1,0.4945505031528016,0.5,0.9343779616450046,0.5,0.5,1,No significant signals
OG0005458,TTC6,0,0,3.708144902248023e-14,0,0,7.445541991659951e-13,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005459,FOXA1,0.5,0.09643015683937411,0.9431675000405311,0.5,0.22957539952900788,1,No significant signals
OG0005460,MIPOL1,0,1.318635922675782e-9,0.001500166773427791,0,4.752801030752277e-9,0.00704321508190746,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005461,PAX9,0,0.5,0.4002133266322867,0,0.5,0.8520162678169272,Selection associated with trait. No difference between FG-BG dist
OG0005462,NKX2-8,0.5,0.5,0.4392146661385429,0.5,0.5,0.9099745560840197,No significant signals
OG0005463,NKX2-1,0.5,0.5,0.07072656582808234,0.5,0.5,0.20982780276867485,No significant signals
OG0005464,MBIP,0.2591069094428291,0,7.514115878404226e-7,0.39263022138298775,0,6.294981491937093e-6,No evidence of episodic diversifying selection on test branches
OG0005465,BRMS1L,0.5,0.5,0.9919018110738186,0.5,0.5,1,No significant signals
OG0005466,INSM2,0.04566738934997122,0.5,0.8411470214825877,0.08459023703652631,0.5,1,No significant signals
OG0005467,NFKBIA,0.2179328886954655,0.06599626249709512,0.6984356224358117,0.33957349995868896,0.16011540668625207,1,No significant signals
OG0005468,PSMA6,0.2360952214562795,0.5,1,0.36276021610948506,0.5,1,No significant signals
OG0005469,PPP2R3C,9.100953324292504e-11,0.5,0.2415957256520559,4.6274765022577756e-10,0.5,0.5804987914524317,Selection associated with trait. No difference between FG-BG dist
OG0005470,FAM177A1,0.09495174677803259,0.5,0.9972208297786435,0.16391630094097226,0.5,1,No significant signals
OG0005471,SRP54,0.03133619726904474,0.5,0.9436134055478026,0.059863896504704896,0.5,1,No significant signals
OG0005472,NA,2.220446049250313e-16,0.5,0.9985354467299438,1.863796324947838e-15,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005473,CFL2,2.227185041886459e-5,0.5,0.9353551157252094,6.607493778706005e-5,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005474,EAPP,0.5,0.5,0.9892669023973846,0.5,0.5,1,No significant signals
OG0005475,SPTSSA,0.4975575530421284,0.2636400886247727,0.5553163770832381,0.5,0.5,1,No significant signals
OG0005476,AKAP6,1.524002348828324e-4,1.357610135421794e-10,0.6381346299549778,4.089181598452366e-4,5.143939628695361e-10,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005477,ARHGAP5,0.5,2.331468351712829e-15,0.01355638387727132,0.5,1.1522859574941646e-14,0.049668478439418295,No evidence of episodic diversifying selection on test branches
OG0005478,NUBPL,4.884981308350689e-15,0,3.417317176346302e-6,3.6824589061382285e-14,0,2.5918898198160296e-5,Selection acting on branches with phenotype. Also acting on background. Significant difference between FG-BG dist
OG0005479,DTD2,0.5,0.5,0.999728752991502,0.5,0.5,1,No significant signals
OG0005480,HEATR5A,2.541666402591791e-4,0.5,0.9693415276871054,6.65927370512545e-4,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005481,HECTD1,2.724804271103665e-10,0.5,0.4167632255022525,1.3292252628033324e-9,0.5,0.8779622574236837,Selection associated with trait. No difference between FG-BG dist
OG0005482,AP4S1,0.0653689826798054,1.796340853843503e-13,3.881861871946057e-7,0.11739015897718115,7.95167966709037e-13,3.3796411106459935e-6,No evidence of episodic diversifying selection on test branches
OG0005483,STRN3,0.2426725151015448,0,2.186647141333431e-5,0.3714340194002067,0,1.461254390818495e-4,No evidence of episodic diversifying selection on test branches
OG0005484,COCH,2.238181421310159e-7,3.33066907387547e-14,0.03648038105742457,8.273909448961177e-7,1.54219423035411e-13,0.11815165331996716,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005485,SCFD1,0.5,0,1.391531334604679e-11,0.5,0,2.1238645801885172e-10,No evidence of episodic diversifying selection on test branches
OG0005486,G2E3,0.004073037762941045,0.5,0.9380147375819589,0.009021773432426876,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005487,PRKD1,0.484820037471179,0.5,0.7444373068667013,0.5,0.5,1,No significant signals
OG0005491,BRD2,1.433064722444755e-9,1.743698796463633e-8,0.01197426716993544,6.516942778789758e-9,5.94795797579672e-8,0.04455086332270907,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005493,KCNT2,0,0.5,0.02785527071727845,0,0.5,0.09321458073980954,Selection associated with trait. No difference between FG-BG dist
OG0005494,SEMA5B,1.387778780781446e-14,0.5,0.1552208764709901,9.999864753440993e-14,0.5,0.40496878654807,Selection associated with trait. No difference between FG-BG dist
OG0005495,HSPBAP1,0.1424688277376587,0.5,0.9631649880322959,0.23528460369154336,0.5,1,No significant signals
OG0005496,SLC15A2,5.551115123125783e-17,2.997602166487923e-15,0.0828459950613164,4.887014270145526e-16,1.4705923553733835e-14,0.23994285182752081,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005497,EAF2,0.5,0.5,0.8298957388036815,0.5,0.5,1,No significant signals
OG0005499,TFCP2L1,0.02069452752664991,0.01315598155686104,0.2074723143097268,0.04100994761063163,0.03355492614001634,0.5126971467836595,No significant signals
OG0005500,DNAAF11 LRRC6,0.03022437532826916,0.2480405041009374,0.8546260185361876,0.058008814391404144,0.5,1,No significant signals
OG0005501,SLA,3.653496777333842e-8,0.5,0.2755559400016576,1.4698912650417048e-7,0.5,0.64274658549669506,Selection associated with trait. No difference between FG-BG dist
OG0005502,CCN4 WISP1,1.502131752317837e-13,0.2246629718675926,0.09258353245744544,9.863010762184039e-13,0.5,0.2627805476834152,Selection associated with trait. No difference between FG-BG dist
OG0005503,SCOC,0.004304118173321214,2.452198999414179e-10,1,0.009499576299903542,9.178776012513107e-10,1,Selection acting on branches with phenotype. Also acting on background. No significant difference between FG-BG dist
OG0005504,ELMOD2,0.5,0.5,0.9998947946589088,0.5,0.5,1,No significant signals
OG0005505,TBC1D9,0.5,1.156752471587197e-11,0.002966477276680868,0.5,4.6259407990367855e-11,0.012965603208280925,No evidence of episodic diversifying selection on test branches
OG0005506,RNF150,3.878636301024585e-11,0.5,0.954598805961537,2.0281400935992e-10,0.5,1,Selection associated with trait. No difference between FG-BG dist
OG0005507,ZNF330,3.670730386318155e-12,0.5,0.06158531479810836,2.146385186702521e-11,0.5,0.18615414399679697,Selection associated with trait. No difference between FG-BG dist
